اسم منتج المنافس,صورة المنافس,سعر المنافس,مصدر الملف,أقرب منتج لدينا,نسبة التطابق %,الطبقة المستخدمة,الماركة,القرار,وصف المنتج (LLM),وصف الماركة (LLM)
أسم المنتج,,,recheck_competitors.csv,أسم المنتج,80.0,GOLDEN-GRAY,,review,,
