اسم منتج المنافس,صورة المنافس,سعر المنافس,مصدر الملف,أقرب منتج لدينا,نسبة التطابق %,الطبقة المستخدمة,الماركة,القرار,وصف المنتج (LLM),وصف الماركة (LLM)
عطر ميس ديور بلومينغ بوكيه من كريستيان ديور أو دو تواليت,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/f91c9a08-634c-4cf9-aa11-50d9e5f33952-500x500-tyiSRisQz2N0pJj7gRutXX36FEu5leyiPX0MGwGl.jpg",926,متجر ساراء ميكاب.csv,عطر كريستيان ديور هولي بيوني أو دو بارفيوم 250مل,69.3,GOLDEN-GRAY,ديور,review,,
عطر ديور أديكت من كريستيان ديور أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/f262f3d2-a28f-4466-830a-fd20e24f9283-500x500-xsUs2j82OFzP1udvoQ5k8PkrFlRtf4DXro2cpgqU.jpg",481,متجر ساراء ميكاب.csv,عطر كريستيان ديور هولي بيوني أو دو بارفيوم 250مل,73.3,GOLDEN-GRAY,ديور,review,,
عطر شعر روز كابوكي من كريستيان ديور 40 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/0b2d8f57-d109-4539-a54e-c7731091b7d4-500x500-uOnvZHA4fdL47GkKjDRKC91E2oltZBgWk1vaBikd.png",687,متجر ساراء ميكاب.csv,عطر ديور روز كابوكي للشعر 40 مل,80.0,GOLDEN-GRAY,ديور,review,,
عطر ديور أديكت أو فرش من كريستيان ديور أو دو تواليت 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/5586bf4e-8ca9-4d29-9fc3-f1b5549b01b8-500x500-KEcsq2GlxIFNuoTVLp1CJmt0bCBTIymlnnoHGe1s.jpg",474,متجر ساراء ميكاب.csv,عطر ديور ميس ديور بلومينغ بوكيت أو دو تواليت 50 مل,78.0,GOLDEN-GRAY,ديور,review,,
عطر ميس ديور رولر بيرل من كريستيان ديور بارفوم 20 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/5e93d4ae-1c33-48a2-aa68-ae563b9814af-437.5x500-hOfc3jssvAqf5Q6durVWVbMAu090ttm1l939I1WO.jpg",336,متجر ساراء ميكاب.csv,عطر ميس ديور بارفيوم رول ربيرل 20 مل,81.8,GOLDEN-GRAY,ديور,review,,
عطر هولي بيني من كريستيان ديور أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/5792481b-2b45-4cc6-89f4-734bf4bb1fd5-500x500-isMOQuIEqQWxtAtNh33PZdtCJpED5GaCfvXce1G6.png",1868,متجر ساراء ميكاب.csv,عطر كريستيان ديور هولي بيوني أو دو بارفيوم 250مل,79.7,GOLDEN-GRAY,ديور,review,,
عطر ليذر عود من كريستيان ديور أو دو بارفان 125 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/d051c2b9-0ca2-49f5-8ed3-6f4f4a0d9226-407x500-wWo6UFJYoew4BVANiP2Datz7ITg7tP287aS1MwBB.jpg",1817,متجر ساراء ميكاب.csv,عطر كريستيان ديور نيو لوك أو دو بارفيوم 125 مل للجنسين,83.4,GOLDEN-GRAY,ديور,review,,
كريم جسم فريش من ميس ديور من كريستيان ديور 150 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/b3562e3e-cb0a-43af-aa95-f1363ef63b7a-326.08695652174x500-bUIOAWqtS1LJyKLkduzhn9N8JjpTrQtgk2Afwgpe.jpg",508,متجر ساراء ميكاب.csv,بودرة ديور ميس ديور بلومينج المعطرة- 16جرام,58.0,GOLDEN-GRAY,ديور,review,,
جل استحمام إندولجنت مع ماء الورد من ميس ديور من كريستيان ديور 175 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/2538d489-67c9-47df-8ce1-2a08147f38e4-400x500-u4Kyy57cL8ztc4SmyKqipF0XFD70mwc4gUdSADft.jpg",342,متجر ساراء ميكاب.csv,جل استحمام ميس ديور بالرغوة وماء الورد 175 مل,78.5,GOLDEN-GRAY,ديور,review,,
مزيل العرق ميس ديور من كريستيان ديور 100 مل بخاخ,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/793832ba-6e35-44ce-b468-ff92596234d2-400x500-dn0vCW2aYPsSSu4vrDcbKeMlgvovXPKEyOEWiHbm.jpg",284,متجر ساراء ميكاب.csv,مزيل عرق ديور هيبنوتيك بويزن سبراي 100 مل,75.0,GOLDEN-GRAY,ديور,review,,
عطر سبايس بليند من كريستيان ديور أو دو بارفان 250 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/0fcf299c-07dc-4698-befd-79f0d1969361-500x500-Q76LnTOVO4no7agjM6AX2K4NLibBulO0ERXqGvnG.jpg",2345,متجر ساراء ميكاب.csv,عطر كريستيان ديور هولي بيوني أو دو بارفيوم 250مل,84.1,GOLDEN-GRAY,ديور,review,,
عطر ساكورا من كريستيان ديور أو دو بارفان 250 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/406fcdc9-0d18-4682-acbc-765dac2deb17-500x500-0WJAUWWwYzzKV9Q6rs5h4VB7vmySJueycSJSAoyP.png",2317,متجر ساراء ميكاب.csv,عطر كريستيان ديور هولي بيوني أو دو بارفيوم 250مل,82.8,GOLDEN-GRAY,ديور,review,,
عطر لا كولي نوار من كريستيان ديور أو دو بارفان 250 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/d533692e-4c18-438f-9b91-0c332e1107b2-500x500-dImdoNeYN1SVYjhcLi1p2qwVuetBNccILeHUs88a.jpg",2317,متجر ساراء ميكاب.csv,عطر كريستيان ديور هولي بيوني أو دو بارفيوم 250مل,83.7,GOLDEN-GRAY,ديور,review,,
عطر إدين روك من كريستيان ديور أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/ec355e34-4ef3-4663-a6bc-65eee70e8e15-500x500-wCFdrlGsWO7WWuxJNBmb3S1MPSX94z16c2B5LZxJ.jpg",2093,متجر ساراء ميكاب.csv,عطر كريستيان ديور هولي بيوني أو دو بارفيوم 250مل,71.0,GOLDEN-GRAY,ديور,review,,
عطر روز جيبسي من كريستيان ديور أو دو بارفان 125 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/ba13256f-1d64-4740-be6d-768135787d0d-410.15625x500-WyrD9CCtwzuN1jRP9OF7ZIoT9qpVA1qD46rcCpVJ.jpg",1868,متجر ساراء ميكاب.csv,عطر كريستيان ديور نيو لوك أو دو بارفيوم 125 مل للجنسين,81.0,GOLDEN-GRAY,ديور,review,,
عطر كولون بلانش من كريستيان ديور أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/9c01dcb9-8f7d-469a-bdc2-5eeacd0811ce-500x500-J8thpxiVSSxss7JQLMmYPG20v4iFFDPS27cKy2fN.png",1868,متجر ساراء ميكاب.csv,عطر كريستيان ديور هولي بيوني أو دو بارفيوم 250مل,74.4,GOLDEN-GRAY,ديور,review,,
عطر أو نوار من كريستيان ديور أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/7e25865f-591b-4afd-b5aa-6057a521b4c5-462.51129177958x500-Yk7KqR1Udlw8T9OHGbfn6tn3tuHjyQQNih3L9DOb.jpg",1868,متجر ساراء ميكاب.csv,عطر كريستيان ديور هولي بيوني أو دو بارفيوم 250مل,73.7,GOLDEN-GRAY,ديور,review,,
عطر فانيلا دي مدغشقر من شوبارد كوليكشن أو دو بارفان 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/c68ddcf1-99ad-445c-bacf-97f1dc555991-500x500-yf1a1lfZmim956sZ4VP7vMBOl40vGUsXWULTGG4W.jpg",867,متجر ساراء ميكاب.csv,عطر شوبارد فانيلا دي مدغشقر أو دو بارفيوم 100مل,86.8,GOLDEN-GRAY,شوبارد,review,,
عطر أو سوفاج إكستريم إنتنس من كريستيان ديور أو دو تواليت 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/ec2486d0-7f1f-4379-a777-b372fcc16884-500x500-fsnozik4PNYNYH7kroowkUDJQJLXOX5WoCPm4lAD.jpg",687,متجر ساراء ميكاب.csv,عطر ديور فوريفر آند إيفر أو دو تواليت 100 مل,78.1,GOLDEN-GRAY,ديور,review,,
عطر نوماد لوميير ديجيب من كلوي أو دو بارفان 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/df018441-9633-425e-8b1c-1976e6b4cbb5-500x500-BC96y5ce8pFHMDrHJqOcYkFcAympLVqipJVra6kC.jpg",508,متجر ساراء ميكاب.csv,عطر كلوي نوماد ومن أو دو بارفيوم 75مل,80.4,GOLDEN-GRAY,كلوي,review,,
عطر نوماد ناتوريل من كلوي أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/d2f198c7-04ec-443d-94a8-293ece555946-500x500-tjfmieGcF9JHM8Z3twQeJJel6Om0cwBCNm6IWMuR.jpg",412,متجر ساراء ميكاب.csv,عطر كلوي نوماد ناتشرل أو دو بارفيوم 75مل (نسائي),73.7,GOLDEN-GRAY,كلوي,review,,
مزيل عرق معطر جادور من كريستيان ديور 100 مل بخاخ,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/4b24a5b1-b0c9-4f3c-b698-c2d443010521-500x500-TkmMdVfUrcdhEyCzxkveSNW5OO6n8iwxgskkYFIk.png",343,متجر ساراء ميكاب.csv,مزيل عرق ديور هيبنوتيك بويزن سبراي 100 مل,75.6,GOLDEN-GRAY,ديور,review,,
مزيل العرق جوي من كريستيان ديور 100 مل بخاخ,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e7e36939-fc75-45b2-bcb9-73188eb3e690-500x500-HxrVAfeF8oSpzBxYEQ7bVmo5Yi8w8yTbVfY8LsVH.png",313,متجر ساراء ميكاب.csv,مزيل عرق ديور هيبنوتيك بويزن سبراي 100 مل,75.0,GOLDEN-GRAY,ديور,review,,
كريم حلاقة مهدئ ديور هوم من كريستيان ديور 125 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/de1dfd6a-b6d8-428e-b99e-69ce8382344f-437.5x500-3pPcxsBA8LfficXShbHmtt5lmHDcjNGYwM21LgQV.jpg",313,متجر ساراء ميكاب.csv,بودرة ديور ميس ديور بلومينج المعطرة- 16جرام,55.8,GOLDEN-GRAY,ديور,review,,
عطر روز تانجرين من كلوي أو دو تواليت 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/678c1be2-d54f-4a4d-bea2-60f82a717ef6-500x500-1fYH7f112WA1OU40bol6pvI1kS0ZlsWFrC6qYX0d.jpg",286,متجر ساراء ميكاب.csv,عطر شانيل تشانس فراش أو دو تواليت 50 مل,55.0,GOLDEN-GRAY,كلوي,review,,
عطر ميس ديور روز ن روز رولر بيرل من كريستيان ديور أو دو تواليت 20 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e2ee96a9-da19-412f-8d56-362199a4d014-500x500-oA2WEdQcExQJxtzqSZq6AkvwzPlkKe5X2vBjD0KM.png",286,متجر ساراء ميكاب.csv,عطر ميس ديور روز إن روزز رولر-بيرل أو دو تواليت 20 مل,84.6,GOLDEN-GRAY,ديور,review,,
عطر جادور بيرل دي بارفان رولر بيرل من كريستيان ديور أو دو تواليت 20 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/19243c6f-a046-431c-b8ff-98de49887e5c-500x500-Z46VRRCHhEjJYXLMs7mPtFRUJTAosUCylTOpYGXp.jpg",286,متجر ساراء ميكاب.csv,عطر ديور هيبنوتيك بويزون رولر بيرل أو دو تواليت 20 مل,77.9,GOLDEN-GRAY,ديور,review,,
مزيل عرق سافاج من كريستيان ديور 75 جم ستيك,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/d5bc8c63-dfd7-4a5e-aeb9-e8a59655e7e3-500x500-o3SnR5IaE5ldA0fgDwEgaizc4qV0ighM8DUA4F3r.jpg",246,متجر ساراء ميكاب.csv,عطر كريستيان ديور عنبر نوت اسبريت دي بارفيوم 80 مل,59.3,GOLDEN-GRAY,ديور,review,,
مزيل عرق ديور هوم على شكل ستيك خالٍ من الكحول 75 جم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/cbf68579-f862-4828-9446-2d18f8f87806-500x500-xc0ELn0hZDmLJEudLMOT7IQW8AiQ0JHbcpxccfh3.jpg",224,متجر ساراء ميكاب.csv,مزيل عرق ديور هيبنوتيك بويزن سبراي 100 مل,58.2,GOLDEN-GRAY,ديور,review,,
مسكرة XL لاش فوليوم من فوريفر52 LMM001,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/3bf548f4-3b89-4531-a9b5-01a5c26f177d-500x500-yz9nvvrTRtGnsujdc6PR8RAzLvG2xMJtfy4QpGwe.jpg",34,متجر ساراء ميكاب.csv,طقم مباخر  309 Mk,60.0,GOLDEN-GRAY,مايتر بارفومير إيه غونتييه,review,,
قلم حواجب براوزينغ من كاركتر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/21da58f9-6d63-4f74-9e31-76b8a0eecdc4-500x500-Os33e3CGHG2kLOJQc3xVeFfM4OhyDXY3OFnlRddi.png",8,متجر ساراء ميكاب.csv,صندوق عينات أروقيت,55.7,GOLDEN-GRAY,,review,,
برايمر مطفي بيس مويستر من فوريفر52MPM001,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/7b377a57-8351-4000-91f4-f8c4e9df2dc9-500x500-Mnfk4HVJmVn34oTGEqbgbKewMSONAdTyDJxFZcBY.jpg",35,متجر ساراء ميكاب.csv,طقم مباخر  309 Mk,59.6,GOLDEN-GRAY,مايتر بارفومير إيه غونتييه,review,,
مثبت مكياج من كاركتر MUS001,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/601a27fd-cd41-4a25-a245-9bdaf00fde53-500x500-eZdf1oB8fnMcauyr6kiS1Kjcp3yS3IWsEWhqvBlo.jpg",29,متجر ساراء ميكاب.csv,طقم مباخر  309 Mk,62.7,GOLDEN-GRAY,مايتر بارفومير إيه غونتييه,review,,
غراء رموش فابو فورايفر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/95fb30ae-1452-450d-9615-4ddf26644e3c-500x500-qf770B58wmg1c0IS4VFOHa1UNq3qhFArdaFhweon.png",13,متجر ساراء ميكاب.csv,مجموعة عطور نايت تايم للعرايس,55.7,GOLDEN-GRAY,,review,,
عينة عطر سي كي ون من كالفن كلاين او دو تواليت,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/93510759-640b-43d2-a3a3-795a77cecd28-500x500-9fuH5CoehXZBmLDuQJH3Y2GU8FWi9K49h6znIODk.png",3,متجر ساراء ميكاب.csv,عطر كالفين كلاين سي كيه ون شوك أو دو تواليت 200مل,73.7,GOLDEN-GRAY,كالفن كلاين,review,,
عينة عطر جيفنشي لا انترديت روج التيم او دو بارفيوم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/c2df7a1b-5498-4350-8568-49ea6294e437-500x500-MRej1kSLAm4ybNZThX2GEKyZzWMlqe26wjZ8NQW8.png",11,متجر ساراء ميكاب.csv,عطر جيفنشي لا انترديت روج أو دو بارفيوم 50 مل للنساء,75.1,GOLDEN-GRAY,جيفنشي,review,,
عينة عطر مانسيرا فيج مي أب أو دي بارفيوم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/bede8e5f-25b8-4f7d-9cd6-94b3c5965e5d-500x500-agcyYDDS5igzYqhtN4VSTwSGxg1kqsT3qFPhBxUi.png",8,متجر ساراء ميكاب.csv,عطر عنبر و روز من مانسيرا - او دي بارفيوم 120مل,70.6,GOLDEN-GRAY,مانسيرا,review,,
عطر كوكو مادموزيل لو بريفيه - أو بور لو نايت من شانيل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/02a41481-0a8b-4682-8029-b7447b3a3766-500x500-9qCroU8IdySapGiG0WMjeNqUVIm0Qn8OObKC5KHE.jpg",852,متجر ساراء ميكاب.csv,عطر شانيل كوكو مودموزيل أو دو تواليت 100مل,65.9,GOLDEN-GRAY,شانيل,review,,
عطر غابرييل من شانيل بارفان للشعر 40 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/a89fc889-d05c-43b0-900c-550a0b0f39bb-500x500-csGsKZa4ecZd7GOvY9HgQ2UvKajhpd8DgrNYDFpl.jpg",403,متجر ساراء ميكاب.csv,عطر شعر شانيل جابريال 40مل,76.0,GOLDEN-GRAY,شانيل,review,,
عطر رقم.5 لو من شانيل أو دي تواليت,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/bc6a379e-56c4-4dcd-8cf4-f078134592b9-402.66666666667x500-qtZ2xvQckE9Nr9TojTnL69jwM08ax98YuE8ClwK5.jpg",911,متجر ساراء ميكاب.csv,عطر شانيل N°5 لو أو دو تواليت 100مل,70.8,GOLDEN-GRAY,شانيل,review,,
عطر كوكو من شانيل أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/8f0806bd-ca7e-4405-99a5-3aa05bebcd01-500x500-clX4LRSVNbUyGSbQf74IcGtiil0Zxf7mOpAM1Oxb.jpg",837,متجر ساراء ميكاب.csv,عطر شانيل كوكو مودموزيل أو دو تواليت 100مل,66.4,GOLDEN-GRAY,شانيل,review,,
عطر كوكو مادموزيل من شانيل أو دو تواليت,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/00d6b81e-2faf-4a10-8e11-e74a832cdd84-500x500-k9EBCMFYDmRzUw31iRLzYMEB0lcakoorHLDn6TNq.jpg",732,متجر ساراء ميكاب.csv,عطر شانيل كوكو مودموزيل أو دو تواليت 100مل,80.9,GOLDEN-GRAY,شانيل,review,,
عطر غاردينيا من شانيل ليس إكسكلوسيفس أو دي برفيوم 200 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/1e99acf3-fb06-4ab5-b3a7-3c2822b29bf8-500x500-UtZL9NChbl3KhYatBXnWMjEijM16j250Jfdg9dZM.jpg",2620,متجر ساراء ميكاب.csv,عطر بوي شانيل ليس إكسكلوسيف دي شانيل أو دو برفيوم 200 مل,87.0,GOLDEN-GRAY,شانيل,review,,
عطر رقم.22 ليس إكسكلوسيفس من شانيل أو دي برفيوم 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/6cc2563c-118b-4922-bb19-c7869eac0889-500x258.33333333333-yuKYdUydUxpzXLYx3wGUh5u6p0pzTDUKlVPSeFZU.jpg",1644,متجر ساراء ميكاب.csv,عطر بوي شانيل ليس إكسكلوسيف دي شانيل أو دو برفيوم 75 مل,79.5,GOLDEN-GRAY,شانيل,review,,
